title,subtitle,date,txt,gif,pdf,openURL,index
Buck Whaley's Memoirs,"Whaley, Thomas, 1766-1800",1906,https://archive.org/download/buckwhaleysmemoi00whal/buckwhaleysmemoi00whal_djvu.txt,https://archive.org/download/buckwhaleysmemoi00whal/buckwhaleysmemoi00whal.gif,https://archive.org/download/buckwhaleysmemoi00whal/buckwhaleysmemoi00whal.pdf,https://archive.org/details/buckwhaleysmemoi00whal,OLbuckwhaleysmemoi00whal.txt
Buck Whaley's Memoirs : including his journey to Jerusalem,"Whaley, Thomas, 1766-1800",1906,https://archive.org/download/buckwhaleysmemoi00whaliala/buckwhaleysmemoi00whaliala_djvu.txt,https://archive.org/download/buckwhaleysmemoi00whaliala/buckwhaleysmemoi00whaliala.gif,https://archive.org/download/buckwhaleysmemoi00whaliala/buckwhaleysmemoi00whaliala.pdf,https://archive.org/details/buckwhaleysmemoi00whaliala,OLbuckwhaleysmemoi00whaliala.txt
"Constantine, the last emperor of the Greeks; or, The conquest of Constantinople by the Turks (A.D. 1453) after the latest historical researches;","Mijatović, Čedomilj, 1842-1932",1892,https://archive.org/download/constantinelaste0000mija/constantinelaste0000mija_djvu.txt,,https://archive.org/download/constantinelaste0000mija/constantinelaste0000mija.pdf,https://archive.org/details/constantinelaste0000mija,OLconstantinelaste0000mija.txt
Memoirs of the crusades,"Villehardouin, Geoffroi de, -approximately 1212",1908,https://archive.org/download/memoirsofcrusade0000vill_r5j4/memoirsofcrusade0000vill_r5j4_djvu.txt,,https://archive.org/download/memoirsofcrusade0000vill_r5j4/memoirsofcrusade0000vill_r5j4.pdf,https://archive.org/details/memoirsofcrusade0000vill_r5j4,OLmemoirsofcrusade0000vill_r5j4.txt
In the palaces of the sultan,"Dodd, Anna Bowman, 1855-1929, author",1903,https://archive.org/download/inpalacessultan00doddgoog/inpalacessultan00doddgoog_djvu.txt,https://archive.org/download/inpalacessultan00doddgoog/inpalacessultan00doddgoog.gif,https://archive.org/download/inpalacessultan00doddgoog/inpalacessultan00doddgoog.pdf,https://archive.org/details/inpalacessultan00doddgoog,OLinpalacessultan00doddgoog.txt
The works of Théophile Gautier,"Gautier, Théophile, 1811-1872",1905,https://archive.org/download/worksofthophil03gaut/worksofthophil03gaut_djvu.txt,https://archive.org/download/worksofthophil03gaut/worksofthophil03gaut.gif,https://archive.org/download/worksofthophil03gaut/worksofthophil03gaut.pdf,https://archive.org/details/worksofthophil03gaut,OLworksofthophil03gaut.txt
"The near East; Dalmatia, Greece and Constantinople","Hichens, Robert Smythe, 1864-1950",1913,https://archive.org/download/neareastdalmatia00hich/neareastdalmatia00hich_djvu.txt,https://archive.org/download/neareastdalmatia00hich/neareastdalmatia00hich.gif,https://archive.org/download/neareastdalmatia00hich/neareastdalmatia00hich.pdf,https://archive.org/details/neareastdalmatia00hich,OLneareastdalmatia00hich.txt
"Constantine, the last emperor of the Greeks; or, The conquest of Constantinople by the Turks (A.D. 1453) after the latest historical researches;","Mijatovic, Cedomilj, 1842-1932",1892,https://archive.org/download/constantinelaste00mijarich/constantinelaste00mijarich_djvu.txt,https://archive.org/download/constantinelaste00mijarich/constantinelaste00mijarich.gif,https://archive.org/download/constantinelaste00mijarich/constantinelaste00mijarich.pdf,https://archive.org/details/constantinelaste00mijarich,OLconstantinelaste00mijarich.txt
Memoirs of the crusades,"Villehardouin, Geoffroi de, d. ca. 1212",1908,https://archive.org/download/memoircrusades00villuoft/memoircrusades00villuoft.txt,https://archive.org/download/memoircrusades00villuoft/memoircrusades00villuoft.gif,https://archive.org/download/memoircrusades00villuoft/memoircrusades00villuoft.pdf,https://archive.org/details/memoircrusades00villuoft,OLmemoircrusades00villuoft.txt
Memoirs of the crusades,"Villehardouin, Geoffroi de, d. ca. 1212",[1908],https://archive.org/download/memoirsofcrusade00villuoft/memoirsofcrusade00villuoft_djvu.txt,https://archive.org/download/memoirsofcrusade00villuoft/memoirsofcrusade00villuoft.gif,https://archive.org/download/memoirsofcrusade00villuoft/memoirsofcrusade00villuoft.pdf,https://archive.org/details/memoirsofcrusade00villuoft,OLmemoirsofcrusade00villuoft.txt
In the palaces of the sultan,"Dodd, Anna Bowman, 1855-1929, author",1903,https://archive.org/download/inpalacessultan01doddgoog/inpalacessultan01doddgoog_djvu.txt,https://archive.org/download/inpalacessultan01doddgoog/inpalacessultan01doddgoog.gif,https://archive.org/download/inpalacessultan01doddgoog/inpalacessultan01doddgoog.pdf,https://archive.org/details/inpalacessultan01doddgoog,OLinpalacessultan01doddgoog.txt
"The meaning of history, and other historical pieces","Harrison, Frederic, 1831-1923",1900,https://archive.org/download/meaninghistoryot00harriala/meaninghistoryot00harriala_djvu.txt,https://archive.org/download/meaninghistoryot00harriala/meaninghistoryot00harriala.gif,https://archive.org/download/meaninghistoryot00harriala/meaninghistoryot00harriala.pdf,https://archive.org/details/meaninghistoryot00harriala,OLmeaninghistoryot00harriala.txt
Constantinople ancient and modern : with excursions to the shores and islands of the Archipelago and to the Troad,"Dallaway, James, 1763-1834",1797,https://archive.org/download/constantinoplean00dall/constantinoplean00dall_djvu.txt,https://archive.org/download/constantinoplean00dall/constantinoplean00dall.gif,https://archive.org/download/constantinoplean00dall/constantinoplean00dall.pdf,https://archive.org/details/constantinoplean00dall,OLconstantinoplean00dall.txt
"A new and complete epitome of practical navigation, containing all necessary instructions for keeping a ship's reckoning at sea, with the most approved methods of ascertaining the latitude ... and the longitude ... including a journal of a voyage from London to Madeira ... To which is added, a new and correct set of tables ..","Norie, J. W. (John William), 1772-1843",1805,https://archive.org/download/empirewolves00gran/empirewolves00gran_djvu.txt,https://archive.org/download/empirewolves00gran/empirewolves00gran.gif,https://archive.org/download/empirewolves00gran/empirewolves00gran.pdf,https://archive.org/details/empirewolves00gran,OLempirewolves00gran.txt
A Turkish Kaleidoscope,Clare Sheridan,1926,https://archive.org/download/in.ernet.dli.2015.175300/2015.175300.A-Turkish-Kaleidoscope_djvu.txt,https://archive.org/download/in.ernet.dli.2015.175300/2015.175300.A-Turkish-Kaleidoscope.gif,https://archive.org/download/in.ernet.dli.2015.175300/2015.175300.A-Turkish-Kaleidoscope.pdf,https://archive.org/details/in.ernet.dli.2015.175300,OLin.ernet.dli.2015.175300.txt
"The holy war ""made in Germany,""","Hurgronje, C. Snouck (Christiaan Snouck), 1857-1936",1915,https://archive.org/download/holywarmadeinge00gillgoog/holywarmadeinge00gillgoog_djvu.txt,https://archive.org/download/holywarmadeinge00gillgoog/holywarmadeinge00gillgoog.gif,https://archive.org/download/holywarmadeinge00gillgoog/holywarmadeinge00gillgoog.pdf,https://archive.org/details/holywarmadeinge00gillgoog,OLholywarmadeinge00gillgoog.txt
Sidney Sheldon-bloodline,"Sheldon, Sidney",North,https://archive.org/download/in.ernet.dli.2015.460208/2015.460208.Sidney-Sheldon-bloodline_djvu.txt,,https://archive.org/download/in.ernet.dli.2015.460208/2015.460208.Sidney-Sheldon-bloodline.pdf,https://archive.org/details/in.ernet.dli.2015.460208,OLin.ernet.dli.2015.460208.txt
"From Russia, with love","Fleming, Ian, 1908-1964",1957,https://archive.org/download/flemingi-fromrussiawithlove-00-t/flemingi-fromrussiawithlove-00-e_djvu.txt,,https://archive.org/download/flemingi-fromrussiawithlove-00-t/flemingi-fromrussiawithlove-00-e.pdf,https://archive.org/details/flemingi-fromrussiawithlove-00-t,OLflemingi-fromrussiawithlove-00-t.txt
Constantinople during the Crimean War,"Hornby, Edmund, Mrs., -1866",1863,https://archive.org/download/constantinopled00unkngoog/constantinopled00unkngoog_djvu.txt,https://archive.org/download/constantinopled00unkngoog/constantinopled00unkngoog.gif,https://archive.org/download/constantinopled00unkngoog/constantinopled00unkngoog.pdf,https://archive.org/details/constantinopled00unkngoog,OLconstantinopled00unkngoog.txt
"A letter to a friend : in reply to a recent pamphlet, from the missionaries of the American Board of Commissioners for Foreign Missions at Constantinople","Southgate, Horatio, 1812-1894",1845,https://archive.org/download/lettertofriendin00sout/lettertofriendin00sout_djvu.txt,,https://archive.org/download/lettertofriendin00sout/lettertofriendin00sout.pdf,https://archive.org/details/lettertofriendin00sout,OLlettertofriendin00sout.txt
Greece and the Golden Horn,"Olin, Stephen, 1797-1851",1854,https://archive.org/download/greecegoldenhorn00olin/greecegoldenhorn00olin_djvu.txt,https://archive.org/download/greecegoldenhorn00olin/greecegoldenhorn00olin.gif,https://archive.org/download/greecegoldenhorn00olin/greecegoldenhorn00olin.pdf,https://archive.org/details/greecegoldenhorn00olin,OLgreecegoldenhorn00olin.txt
Greece and the Golden Horn,"Olin, Stephen, 1797-1851",1854,https://archive.org/download/greecegoldenhorn00olinrich/greecegoldenhorn00olinrich_djvu.txt,https://archive.org/download/greecegoldenhorn00olinrich/greecegoldenhorn00olinrich.gif,https://archive.org/download/greecegoldenhorn00olinrich/greecegoldenhorn00olinrich.pdf,https://archive.org/details/greecegoldenhorn00olinrich,OLgreecegoldenhorn00olinrich.txt
Fifty years in Constantinople and recollections of Robert college,"Washburn, George, 1833-1915",1909,https://archive.org/download/fiftyyearsincons0000wash/fiftyyearsincons0000wash_djvu.txt,,https://archive.org/download/fiftyyearsincons0000wash/fiftyyearsincons0000wash.pdf,https://archive.org/details/fiftyyearsincons0000wash,OLfiftyyearsincons0000wash.txt
In and around Stamboul,"Hornby, Edmund, Mrs., d. 1866",1858,https://archive.org/download/inaroundstamboul00hornrich/inaroundstamboul00hornrich_djvu.txt,https://archive.org/download/inaroundstamboul00hornrich/inaroundstamboul00hornrich.gif,https://archive.org/download/inaroundstamboul00hornrich/inaroundstamboul00hornrich.pdf,https://archive.org/details/inaroundstamboul00hornrich,OLinaroundstamboul00hornrich.txt
"Sunshine and storm in the East, or, Cruises to Cyprus and Constantinople","Annie Brassey, Annie Allnutt Brassey",1880,https://archive.org/download/sunshineandstor04brasgoog/sunshineandstor04brasgoog_djvu.txt,https://archive.org/download/sunshineandstor04brasgoog/sunshineandstor04brasgoog.gif,https://archive.org/download/sunshineandstor04brasgoog/sunshineandstor04brasgoog.pdf,https://archive.org/details/sunshineandstor04brasgoog,OLsunshineandstor04brasgoog.txt
"The prince of India, or, Why Constantinople fell","Wallace, Lew, 1827-1905",1892,https://archive.org/download/bub_gb_uZoQAAAAYAAJ/bub_gb_uZoQAAAAYAAJ_djvu.txt,https://archive.org/download/bub_gb_uZoQAAAAYAAJ/bub_gb_uZoQAAAAYAAJ.gif,https://archive.org/download/bub_gb_uZoQAAAAYAAJ/bub_gb_uZoQAAAAYAAJ.pdf,https://archive.org/details/bub_gb_uZoQAAAAYAAJ,OLbub_gb_uZoQAAAAYAAJ.txt
Quelques mots sur l'attaque et la défense de Constantinople du côté de la terre,,1896,https://archive.org/download/quelquesmotssurl00unse/quelquesmotssurl00unse_djvu.txt,,https://archive.org/download/quelquesmotssurl00unse/quelquesmotssurl00unse.pdf,https://archive.org/details/quelquesmotssurl00unse,OLquelquesmotssurl00unse.txt
The captain of the Janizaries; a story of times of Scanderberg and the fall of Constantinople,"Ludlow, James Meeker, 1841-1932",[1890],https://archive.org/download/captainofjanizar00ludluoft/captainofjanizar00ludluoft_djvu.txt,https://archive.org/download/captainofjanizar00ludluoft/captainofjanizar00ludluoft.gif,https://archive.org/download/captainofjanizar00ludluoft/captainofjanizar00ludluoft.pdf,https://archive.org/details/captainofjanizar00ludluoft,OLcaptainofjanizar00ludluoft.txt
The Greek manuscripts in the old Seraglio at Constantinople,"Gaselee, S. (Stephen), 1882-1943",1916,https://archive.org/download/greekmanuscripts00gaserich/greekmanuscripts00gaserich_djvu.txt,https://archive.org/download/greekmanuscripts00gaserich/greekmanuscripts00gaserich.gif,https://archive.org/download/greekmanuscripts00gaserich/greekmanuscripts00gaserich.pdf,https://archive.org/details/greekmanuscripts00gaserich,OLgreekmanuscripts00gaserich.txt
"Narrative of travels in Europe, Asia, and Africa, in the seventeenth century","Evliya, Çelebi, 1611?-1682?",1834,https://archive.org/download/narrativeoftrave01evli/narrativeoftrave01evli_djvu.txt,https://archive.org/download/narrativeoftrave01evli/narrativeoftrave01evli.gif,https://archive.org/download/narrativeoftrave01evli/narrativeoftrave01evli.pdf,https://archive.org/details/narrativeoftrave01evli,OLnarrativeoftrave01evli.txt
"Mr. Southgate and the missionaries at Constantinople : a letter from the missionaries at Constantinople, in reply to charges by Rev. Horatio Southgate","Goodell, William, 1792-1867",1844,https://archive.org/download/mrsouthgatemissi00good/mrsouthgatemissi00good_djvu.txt,,https://archive.org/download/mrsouthgatemissi00good/mrsouthgatemissi00good.pdf,https://archive.org/details/mrsouthgatemissi00good,OLmrsouthgatemissi00good.txt
"A tour to the East, in the years 1763 and 1764 : with remarks on the city of Constantinople and the Turks ; also select pieces of Oriental wit, poetry and wisdom","Baltimore, Frederick Calvert, Baron, 1731-1771. 4n",1767,https://archive.org/download/tourtoeastinyear00balt/tourtoeastinyear00balt_djvu.txt,https://archive.org/download/tourtoeastinyear00balt/tourtoeastinyear00balt.gif,https://archive.org/download/tourtoeastinyear00balt/tourtoeastinyear00balt.pdf,https://archive.org/details/tourtoeastinyear00balt,OLtourtoeastinyear00balt.txt
Carmen Sylva : and sketches from the Orient,"Loti, Pierre, 1850-1923",1912,https://archive.org/download/carmensylvasketc00lotiiala/carmensylvasketc00lotiiala_djvu.txt,https://archive.org/download/carmensylvasketc00lotiiala/carmensylvasketc00lotiiala.gif,https://archive.org/download/carmensylvasketc00lotiiala/carmensylvasketc00lotiiala.pdf,https://archive.org/details/carmensylvasketc00lotiiala,OLcarmensylvasketc00lotiiala.txt
An educational ambassador to the Near East.: the story of Mary Mills Patrick and an American college in the Orient,"Jenkins, Hester Donaldson, 1869-1941",1925,https://archive.org/download/educationalambas00jenk/educationalambas00jenk_djvu.txt,,https://archive.org/download/educationalambas00jenk/educationalambas00jenk.pdf,https://archive.org/details/educationalambas00jenk,OLeducationalambas00jenk.txt
The Fall Of Constantinople: Being The Story Of The Fourth Crusade,"Pears, Edwin, Sir, 1835-1919",1885,https://archive.org/download/FallOfConstantinople/FallOfConstantinople_djvu.txt,https://archive.org/download/FallOfConstantinople/FallOfConstantinople.gif,https://archive.org/download/FallOfConstantinople/FallOfConstantinople.pdf,https://archive.org/details/FallOfConstantinople,OLFallOfConstantinople.txt
Buck Whaley's Memoirs,"Whaley, Thomas, 1766-1800",1906,https://archive.org/download/buckwhaleysmemoi00whal/buckwhaleysmemoi00whal_djvu.txt,https://archive.org/download/buckwhaleysmemoi00whal/buckwhaleysmemoi00whal.gif,https://archive.org/download/buckwhaleysmemoi00whal/buckwhaleysmemoi00whal.pdf,https://archive.org/details/buckwhaleysmemoi00whal,OLbuckwhaleysmemoi00whal.txt
Buck Whaley's Memoirs : including his journey to Jerusalem,"Whaley, Thomas, 1766-1800",1906,https://archive.org/download/buckwhaleysmemoi00whaliala/buckwhaleysmemoi00whaliala_djvu.txt,https://archive.org/download/buckwhaleysmemoi00whaliala/buckwhaleysmemoi00whaliala.gif,https://archive.org/download/buckwhaleysmemoi00whaliala/buckwhaleysmemoi00whaliala.pdf,https://archive.org/details/buckwhaleysmemoi00whaliala,OLbuckwhaleysmemoi00whaliala.txt
"Constantine, the last emperor of the Greeks; or, The conquest of Constantinople by the Turks (A.D. 1453) after the latest historical researches;","Mijatović, Čedomilj, 1842-1932",1892,https://archive.org/download/constantinelaste0000mija/constantinelaste0000mija_djvu.txt,,https://archive.org/download/constantinelaste0000mija/constantinelaste0000mija.pdf,https://archive.org/details/constantinelaste0000mija,OLconstantinelaste0000mija.txt
